nome,tipo,indirizzo_stradale,comune,provincia,cap,lat,lon,telefono,website,email,source
Sushi Noi,restaurant,Via Giulio Pastore,Peschiera del Garda,Verona,37019,45.4501766,10.6644299,,,,Originali
Pizza al taglio da Bobo,restaurant,Via Aniene,Verona,Verona,37136,45.4173112,10.9598569,+39 338 4711052,bobovr@libero.it,Tu-Su 14:30-21:00,Originali
Trattoria Albarelle,restaurant,Via Crocetta,Gazzo Veronese,Verona,37060,45.1610818,11.1298797,,,,Originali
Osteria al Capitel,restaurant,Via Gardesana dell'Acqua,Bardolino,Verona,37011,45.55261,10.7209509,,,,Originali
Cucina typica,restaurant,Via Toscanini,Bardolino,Verona,37011,45.5482294,10.7234547,,,,Originali
Osteria Enoteca - Corte Torcolo,restaurant,Via Vittorio Veneto,Cavaion Veronese,Verona,37010,45.5382147,10.7678916,+39 045 723 5414,4238907166,node,Originali
Ristorante La Magnolia,restaurant,Via Berengario,Cavaion Veronese,Verona,37010,45.5363237,10.7668258,+39 045 6260500,https://www.ristorantelamagnolia.it/,italian,Originali
Il posto castello,restaurant,Via Strada Nuova,Illasi,Verona,37031,45.4677893,11.1949277,,,,Originali
Aristopizza,restaurant,Via Sansini,Vestenanova,Verona,37030,45.6252425,11.2141142,pizza,4299939394,node,Originali
La Griglia,restaurant,Via Leoncino,Verona,Verona,37121,45.4385703,10.9958355,+39 045 8031212,https://www.lagrigliaverona.it,vendite@labotteghetta.it,Originali
Al Castel,restaurant,Località Castèl,Brentino,Verona,37020,45.6444394,10.8768719,,,,Originali
Agli Oleandri,restaurant,Piazza Betteloni,Bardolino,Verona,37011,45.5481407,10.7208624,+39 045 7210203,agli.oleandri05@gmail.com,"Mo-Su 11:30-15:30, 17:00-23:00",Originali
Bencistò,restaurant,Viale Dante Alighieri,Bardolino,Verona,37011,45.5510866,10.7190418,,,,Originali
Club della Mezza Eta',restaurant,Piazzale Gramsci,Bardolino,Verona,37011,45.5521686,10.718653,4325170990,node,,Originali
Il vicoletto trattoria,restaurant,Via Santa Maria in Chiavica,Verona,Verona,37121,45.4440393,10.9993798,+39 045 806 5035,https://www.trattoriaarcodeigavi.it/,"Mo-Th 12:00-14:30; Tu off; Fr 19:00-22:30; Sa,Su 12:00-14:30,19:00-22:30",Originali
Il Conte del Pesin,restaurant,Lungadige Bartolomeo Rubele,Verona,Verona,37121,45.4408518,11.0006075,+39 045 8005526,http://www.ilcontedelpesin.com,info@ilcontedrlpesin.com,Originali
Locanda Gallehus,restaurant,Via Peschiera,Pacengo,Verona,37017,45.4654361,10.719675,,,,Originali
Bauli in Autostrada,restaurant,Autostrada Serenissima,Sommacampagna,Verona,37066,45.4137395,10.8693702,,,,Originali
Al Caminetto,restaurant,,Bosco Chiesanuova,Verona,37021,45.6856243,11.0861364,,,,Originali
Pizzeria La Caneva,restaurant,Piazza Borgo,Bosco Chiesanuova,Verona,37021,45.6216654,11.0310473,+39 045 7050721,http://www.pizzerialacaneva.it/,pizza,Originali
Ristorante Pizzeria da Guido,restaurant,Località Pasquali,Valeggio sul Mincio,Verona,37067,45.3875312,10.7366858,+39 0456369082,https://www.daguido.it/,"Mo-Su 12:00-14:00,18:30-22:00",Originali
Ristorante pizzeria Athena,restaurant,Via Sandro Pertini,Rubiana,Verona,37013,45.6067207,10.7924789,"Su-Sa,PH 12:00-14:30, 19:00-22:30",pizza;regional,4358680389,Originali
Albergo ristorante al Vignol,restaurant,Via Giulio Sandri,Rubiana,Verona,37013,45.607144,10.8000943,,,,Originali
Zucchi,restaurant,SC,Selva di Progno,Verona,37030,45.623128,11.1593661,+39 045 7819001,ristorantezucchi@libero.it,regional,Originali
La Taverna,restaurant,Via Umberto 1°,San Giovanni Ilarione,Verona,37035,45.5237343,11.2360559,https://www.tavernadavenco.com/,Mo-Su 06:30-22:00,12694602971,Originali
HC sushi,restaurant,Via Gardesana,Lazise,Verona,37017,45.5081064,10.7340451,asian,4370139398,node,Originali
Crocca,restaurant,Piazzetta Alcide De Gasperi,Verona,Verona,37122,45.4365133,10.9947873,+39 045 8007604,2280539137,4553735821,Originali
Altro Impero,restaurant,Piazza dei Signori,Verona,Verona,37121,45.4432563,10.9980988,+39 348 7021197,Mo-Su 08:30-24:00,4553745739,Originali
Citta D'oro,restaurant,Via del Commercio,San Bonifacio,Verona,37047,45.406147,11.239148,+39 045 7610180,https://www.ristorantecittadoro.com/,japanese,Originali
Bue Nero,restaurant,Piazzetta Navona,Verona,Verona,37121,45.4424801,10.9985071,https://www.buenero.it,steak_house,4463870990,Originali
Il Duomo,restaurant,Via Duomo,Verona,Verona,37121,45.4460612,10.9980074,,,,Originali
Il Desco,restaurant,Via Dietro San Sebastiano,Verona,Verona,37121,45.4416374,10.9999434,+39 045 595358,https://ristoranteildesco.it/,italian,Originali
Il Cappero,restaurant,Via Generale Gaetano Giardino,Verona,Verona,37125,45.4452684,10.9869456,,,,Originali
Re Teodorico,restaurant,Piazzale Castel San Pietro,Verona,Verona,37129,45.4484159,11.0022263,,,,Originali
Officina,restaurant,Via Sant'Antonio,Verona,Verona,37122,45.4370296,10.9887797,+39 045 8010009,https://www.officinavr.it/,info@officinavr.it,Originali
La Conchiglia,restaurant,Via Leoncino,Verona,Verona,37121,45.4381685,10.9945445,Tu-Sa 10:30-23:00,https://www.peperinopizza.it/it/verona,"Mo-Su 12:00-14:30,19:00-22:30",Originali
Bella Napoli,restaurant,Via Guglielmo Marconi,Verona,Verona,37122,45.4371025,10.9877112,4553795907,4553672134,node,Originali
Grotta Azzurra 3,restaurant,Via Sogare,Verona,Verona,37138,45.4355243,10.9640521,"Mo-Su 12:00-15:00,18:00-01:00",italian;pizza,4553673566,Originali
Birra in giardino,restaurant,Via Gardesane,Verona,Verona,37139,45.460608,10.8841557,+39 045 11171445,http://www.pizzaleone.it/,leonedaciro1924@gmail.com,Originali
Yard,restaurant,Corso Cavour,Verona,Verona,37121,45.4410843,10.9918318,https://www.yardrestaurant.it/,4553711389,node,Originali
Il Ciottolo,restaurant,Corso Cavour,Verona,Verona,37121,45.440103,10.9898384,+39 045 9231331,http://www.osteriailciottolo.it,"Mo-Su 12:15-14:30,19:15-22:30; Tu 12:15-14:30; We off",Originali
Gemma Pizzeria,restaurant,Via Mario Todeschini,Verona,Verona,37126,45.4457151,10.9871178,+390454590777,"Mo-Su 12:00-14:30, 19:00-22:30",pizza,Originali
Enocibus,restaurant,Vicolo Pomodoro,Verona,Verona,37121,45.4394023,10.9904611,+39 335 6576748,"Mo-Sa 12:00-15:00,19:00-22:00",4553714729,Originali
Locanda 4 Cuochi,restaurant,Via Alberto Mario,Verona,Verona,37121,45.4401801,10.9937928,+39 045 8030311,https://www.locanda4cuochi.it/,Locanda4cuochi@gmail.com,Originali
Yama Sushi Restaurant,restaurant,Corso Milano,Verona,Verona,37138,45.4453514,10.9570423,+39 045 4641176,https://www.yamasushiverona.it/,yamasushiverona@gmail.com,Originali
Pizzeria Bellaluna,restaurant,Via Sardegna,Verona,Verona,37139,45.4357398,10.9483125,pizza,4553725999,node,Originali
Monsuà,restaurant,Strada dell'Alpo,Verona,Verona,37136,45.402363,10.9489836,italian,4553727467,node,Originali
La Piazzetta,restaurant,Corte San Giovanni in Foro,Verona,Verona,37121,45.4430077,10.9949754,+39 045 591099,https://osteriaenotecalapiazzetta.eatbu.com,lapiazzettaverona@gmail.com,Originali
Pizzeria tre archi,restaurant,Via Alessandro Poerio,Verona,Verona,37124,45.4589084,10.9784395,+39 389 9004388,Tu-Su 18:00-21:30,pizza,Originali
Miski,restaurant,Via Santa Giuliana,Verona,Verona,37128,45.4712537,11.0004143,https://miski.it/,4553736536,node,Originali
Vesuvio,restaurant,Regaste San Zeno,Verona,Verona,37123,45.4416761,10.9827349,pizza,4553744558,node,Originali
Scapin,restaurant,Via San Michele alla Porta,Verona,Verona,37121,45.4426602,10.9927012,4553757584,node,,Originali
Porto Alegre,restaurant,Corso Porta Nuova,Verona,Verona,37122,45.4328637,10.988446,+390456937532,https://social.quandoo.com/en/groups/colala-102531,"Mo-Sa 11:30-15:00,18:00-22:30",Originali
Miscusi,restaurant,Corso Porta Nuova,Verona,Verona,37122,45.4374553,10.9913117,"Mo 06:00-24:00; Tu-Sa 00:00-03:00,06:00-24:00; Su 00:00-03:00",https://www.miscusi.com/,vr.portanuova@miscusi.com,Originali
Ostinati,restaurant,Corso Porta Nuova,Verona,Verona,37122,45.435907,10.9906925,+39 389 29 31 887,https://ostinativerona.it,info@ostinativerona.it,Originali
Al Capitan Della Cittadella,restaurant,Piazza Cittadella,Verona,Verona,37122,45.4370113,10.9930823,4553771034,node,,Originali
Sushi Kochi,restaurant,Via Don Enrico Girardi,Verona,Verona,37137,45.4211206,10.9551244,"Mo-Su 12:00-15:00,19:00-23:30",sushi,4553771653,Originali
La Taverna,restaurant,Via Stella,Verona,Verona,37121,45.4417659,10.9989269,6933219718,4553774991,node,Originali
Yume Ramen,restaurant,Via Sant'Antonio,Verona,Verona,37122,45.436634,10.9896816,+39 375 838 9469,https://www.yumeramen.it/verona,welcome@yumeramen.it,Originali
Rosa Blu,restaurant,Piazza Corrubbio,Verona,Verona,37123,45.44132,10.9797583,pizza,4553778038,node,Originali
Al Calmiere,restaurant,Piazza San Zeno,Verona,Verona,37123,45.4424115,10.9778878,+39 045 803 0765,https://www.cafemartel.com,Mo-Th 07:30-19:30; Fr 07:30-20:30; Sa 08:30-20:30; Su 08:30-20:00,Originali
La Poiana,restaurant,Via Segorte,Verona,Verona,37142,45.472982,11.0191613,Mo-Fr 07:00-19:00; Sa 08:00-12:30,info@lapoiana.net,"Mo,Tu 18:00-24:00; We-Su 12:00-24:00",Originali
Ranch Rocce Rosse,restaurant,Via Ponte Florio,Verona,Verona,37141,45.459806,11.0478335,+39 045 8841091,http://rrr.iport.it/,italian;pizza,Originali
PizzaVoglia,restaurant,Via Quattro Rusteghi,Verona,Verona,37135,45.4186366,10.9876794,+39 045 584598,https://www.pizzavoglia.it,service@pizzavoglia.it,Originali
Doppio Malto,restaurant,Viale del Lavoro,Verona,Verona,37135,45.4107042,10.9775378,+39 045 4645080,https://www.doppiomalto.com/,verona@doppiomalto.com,Originali
Michelin,restaurant,Via Vittorio Veneto,Tregnago,Verona,37039,45.516109,11.165073,,,,Originali
La Greca,restaurant,Viale Postumia,Villafranca di Verona,Verona,37069,45.3689826,10.8685691,,,,Originali
La degusteria,restaurant,Via San Michele,Pescantina,Verona,37026,45.4814601,10.8452206,,,,Originali
Mei Shi Lin,restaurant,Via Luigi Pasteur,Verona,Verona,37135,45.4016139,10.9902421,chinese,4629480791,node,Originali
Pizzeria Apollo,restaurant,Piazza San Marco,Pai di Sopra,Verona,37010,45.6528835,10.7249266,,,,Originali
Caminetto,restaurant,Via Gardesana,Malcesine,Verona,37018,45.7648994,10.8104539,,,,Originali
Walle's,restaurant,Piazza Lino Tosoni,Villafranca di Verona,Verona,37069,45.3515575,10.8466147,https://www.wallesburger.com/,burger,4755786037,Originali
il Borgo,restaurant,Via Palesella,Cerea,Verona,37053,45.2204947,11.2381885,,,,Originali
Locanda Centrale,restaurant,Via G. Garibaldi,Cavaion Veronese,Verona,37010,45.5408003,10.7696759,,,,Originali
Baitone Alpino,restaurant,Via Gardesana Orientale,Navene,Verona,37018,45.8093763,10.8514439,,,,Originali
La Lanterna,restaurant,Via Centro,Caprino Veronese,Verona,37013,45.6477184,10.852213,pizza;regional,4816650231,node,Originali
Stella Alpina,restaurant,Strada Provinciale Monte Baldo,Ferrara di Monte Baldo,Verona,37020,45.6506942,10.8547013,,,,Originali
Sushi elite,restaurant,Viale Postumia,Villafranca di Verona,Verona,37069,45.3610032,10.8568864,+39 045 6301994,https://www.gallinero.it/,sushi,Originali
Al Senato,restaurant,Via Verona,Vigasio,Verona,37068,45.329028,10.9489434,+39 045 6699149,pizza;regional,4828740804,Originali
Pizzeria Centro,restaurant,Via Roma,Vigasio,Verona,37068,45.3176224,10.9415955,,,,Originali
Ristorante Paradiso Imperfetto,restaurant,Via Don Marcellino Faccio,San Zeno di Montagna,Verona,37010,45.6305779,10.7223165,+39 045 7285018,"Mo-Su 12:00-14:30,19:00-22:30",italian,Originali
Pizzeria Camping Mamma Lucia,restaurant,Via Giuseppe Zanetti,San Zeno di Montagna,Verona,37010,45.6254427,10.720816,+39 045 728 5038,http://www.campingmammalucia.it/,info@campingmammalucia.it,Originali
Ristorante Albergo Taccolini Annalisa,restaurant,Piazza degli Alpini,Belluno Veronese,Verona,37020,45.6854755,10.8986944,,,,Originali
Trattoria El Bagolo Ristorantino,restaurant,Via Molina,Sona,Verona,37060,45.4343968,10.8330253,+390456082117,https://elbagolo.it/,info@elbagolo.it,Originali
Bar Ristorante Belvedere,restaurant,Via Pineta Sperane,San Zeno di Montagna,Verona,37010,45.6270194,10.7314015,4848236663,node,,Originali
Al Porto,restaurant,Piazza Giacomo Matteotti,Bardolino,Verona,37011,45.546924,10.7197846,915486592,node,,Originali
Le Vele,restaurant,Piazza Lago,Cisano,Verona,37011,45.5302134,10.7259648,,,,Originali
CountryHouse Soleneve,restaurant,,Prada,Verona,37010,45.6738308,10.7833763,,,,Originali
Agriturismo Cà Longa,restaurant,Contrada La Pora,San Zeno di Montagna,Verona,37010,45.6314911,10.7570156,+39 045 7285322,https://www.agriturismolapart.com/cucina/,info@agriturismoscriciol.it,Originali
Albergo Ristorante Narciso,restaurant,Via Prada,Prada,Verona,37010,45.6644978,10.773795,,,,Originali
Ristorante San Remo,restaurant,Via Panoramica,San Zeno di Montagna,Verona,37010,45.6509978,10.7414963,+39 045 7285099,4858048657,node,Originali
Ai Broli,restaurant,Via Broli Antichi,Villafranca di Verona,Verona,37062,45.3521559,10.8391025,,,,Originali
Hotel Lessinia,restaurant,Via Bruno Brusco,Bosco Chiesanuova,Verona,37021,45.6198729,11.0357035,https://www.hotellessinia.it/it/home/,4884170705,node,Originali
Al Bersgliere,restaurant,Via San Colombano,Bardolino,Verona,37011,45.5660492,10.7298556,,,,Originali
Agriturismo Antica Corte Cason,restaurant,Via Cason,Tombazosana,Verona,37055,45.2920487,11.2525991,,,,Originali
Senza nome,restaurant,Via Casalveghe,Gazzolo,Verona,37040,45.3837634,11.3124794,,,,Originali
Da Angelo,restaurant,Via Giacomo Puccini,Cisano,Verona,37011,45.5325497,10.7287945,,,,Originali
Agriturismo Incaffi,restaurant,Via Casetta,Affi,Verona,37010,45.5513424,10.7607855,,,,Originali
Butcher,restaurant,Via Leoncino,Verona,Verona,37121,45.4398201,10.9993255,,,,Originali
Bue d'Oro,restaurant,Via Marsala,Valeggio sul Mincio,Verona,37067,45.3530949,10.734127,+39 045 7952451,https://www.ristorantelepre.com/,"Mo-Su 12:00-14:30,19:00-22:00; We off; Th off",Originali
Trattoria al Portego,restaurant,Via San Biagio,Colognola ai Colli,Verona,37030,45.4333522,11.1933303,,,,Originali
Agriturismo i Tamasotti,restaurant,Via dei Ciliegi,Mezzane di Sotto,Verona,37030,45.4869033,11.1342872,,,,Originali
Don Chisciotte,restaurant,SP36,Badia Calavena,Verona,37030,45.5639982,11.1565813,,,,Originali
Osteria dei Pastori,restaurant,Via Trento,Selva di Progno,Verona,37030,45.6123076,11.1381224,,,,Originali
Japanese Restaurant,restaurant,Viale Stazione,Peschiera del Garda,Verona,37019,45.4402645,10.7003578,,,,Originali
Ristorante Sole,restaurant,Contrada Cà Schena,San Zeno di Montagna,Verona,37010,45.6326225,10.7270873,5092045166,node,,Originali
Al Vas,restaurant,Via Giuseppe Zanardelli,Porto,Verona,37010,45.7153777,10.7716269,,,,Originali
Trattoria Amorin,restaurant,Piazza Umberto I,San Giovanni Lupatoto,Verona,37057,45.3817438,11.0441168,6636922899,node,,Originali
Vecchio Ristorante Brigafatta,restaurant,Via Zambonina,Vigasio,Verona,37068,45.3288768,10.9700042,,,,Originali
La Terrazza,restaurant,Via Fossalta,Colà,Verona,37017,45.4841225,10.7268772,,,,Originali
Trattoria de Tomi,restaurant,Via Settimo del Gallese,Isola della Scala,Verona,37063,45.3074645,10.9812561,,,,Originali
La Piazza,restaurant,SP9,Castion Veronese,Verona,37010,45.6067902,10.7267869,,,,Originali
Trattoria dal Mantoan,restaurant,Piazza Pradelle,Gazzo,Verona,37060,45.1432464,11.0665553,,,,Originali
Palazzo De' Merli,restaurant,Piazza Pradelle,Gazzo,Verona,37060,45.1434849,11.0654514,,,,Originali
Sushi Nara,restaurant,Via Enzo Natta,Pescantina,Verona,37026,45.4824603,10.9060134,+39 045 6767485,https://www.sushinara-pescantina.it/,sushinarasnc@gmail.com,Originali
Belvedere,restaurant,Via Marniga,Marniga,Verona,37010,45.7019366,10.7624817,,,,Originali
Senza nome,restaurant,Via Ospedaletto,Pescantina,Verona,37026,45.5047604,10.8436333,,,,Originali
Ristorante Borgo Antico,restaurant,Via Ospedaletto,Pescantina,Verona,37026,45.5054954,10.844733,,,,Originali
L'Incrocio dei Sapori,restaurant,Via Gianantonio Campostrini,San Pietro in Cariano,Verona,37029,45.5043399,10.9162649,+39 045 6801000,Mo-Su 18:00-21:30,pizza;italian;piadina,Originali
"Osteria ""da Felisse""",restaurant,Via Ponte,Pescantina,Verona,37026,45.4810121,10.8661817,,,,Originali
Corte Valesana,restaurant,Località Vallesana,Lazise,Verona,37017,45.509112,10.7434407,,,,Originali
Trattoria dal Perla,restaurant,Strada dell'Alpo,Villafranca di Verona,Verona,37062,45.3842134,10.9285087,,,,Originali
Le Macine,restaurant,Via Ronchesana,Zevio,Verona,37059,45.3725356,11.0770976,,,,Originali
Manzati,restaurant,Via Casette di Sopra,Palazzolo,Verona,37060,45.4488449,10.8096108,+39 329 4764333,http://www.agrigelateriamanzati.it/,info@agrigelateriamanzati.it,Originali
Cozzeria Ristorante Pizzeria Alle Mura,restaurant,Via Cansignorio,Lazise,Verona,37017,45.5070696,10.7325976,http://www.alle-mura.it,italian,5378205186,Originali
Senza nome,restaurant,Viale del Lavoro,San Martino Buon Albergo,Verona,37036,45.4142926,11.089227,,,,Originali
Ristorante Natural Cuisine,restaurant,Via Guglielmo Oberdan,Bonferraro,Verona,37060,45.185135,11.009602,,,,Originali
Bigoleria Della Rocca,restaurant,Via Cangrande della Scala,Soave,Verona,37038,45.4239675,11.2467825,,,,Originali
Pizzeria Trattoria al Corso,restaurant,Via Corso,Grezzana,Verona,37023,45.6040009,10.9855516,+39 045 907882,https://www.facebook.com/OstariaCastelAlcenago/,6927267507,Originali
Wok Sushi,restaurant,Via Michelangelo,Verona,Verona,37138,45.4316987,10.9703341,,,,Originali
Beluga,restaurant,Stradone Porta Palio,Verona,Verona,37122,45.4380175,10.9858393,+39 045 591601,https://ristorantebeluga.it/,5454060660,Originali
Locanda Antico Vallo,restaurant,Vicolo Antonio Calafà,Cologna Veneta,Verona,37044,45.3089237,11.3849285,+39 0442 410317,https://www.locandaanticovallo.it/,info@locandaanticovallo.it,Originali
Old Wild West,restaurant,Località Ferlina,Bussolengo,Verona,37012,45.4480193,10.880008,,,,Originali
Teta de Giulieta,restaurant,Piazza delle Erbe,Verona,Verona,37121,45.442774,10.9977282,,,,Originali
Sushyamo,restaurant,Via Adamello,Villafranca di Verona,Verona,37069,45.363654,10.8588606,,,,Originali
Locanda quattro Ciacole,restaurant,Via Vittorio Veneto,Roverchiaretta,Verona,37050,45.272377,11.2476721,,,,Originali
Trattoria Rocchetti,restaurant,Via Rocchetti,Lazise,Verona,37017,45.5056768,10.744131,,,,Originali
Lenci Tre,restaurant,Via Marcello Piccoli,Bosco Chiesanuova,Verona,37021,45.6232412,11.0358524,+39 045 7050057,pizza;regional,5556890262,Originali
Trattoria ai Colli Storici,restaurant,Via Ossario,Sommacampagna,Verona,37066,45.376982,10.7958765,5581898392,node,,Originali
Beghini,restaurant,Via Osteria Grande,Sommacampagna,Verona,37066,45.4083971,10.8485417,italian;pizza,5581899049,node,Originali
Trattoria Al Ponte,restaurant,Via Corrobiolo,Sommacampagna,Verona,37066,45.403435,10.8456221,http://www.trattoria-alponte.it/,5581905410,node,Originali
Lilia,restaurant,Via Mantovana,Verona,Verona,37036,45.4063709,10.9296054,5582183673,node,,Originali
Hosteria La Corte,restaurant,Località Ca' di Capri,Bussolengo,Verona,37012,45.4467494,10.8831859,+39 045 717 0165,https://ristoasi.com/lacorte.html,lacorte@ristoasi.com,Originali
Boutique del Gusto WeineWolf,restaurant,Via San Zeno in Oratorio,Verona,Verona,37121,45.439551,10.9862596,Mo-Sa 07:30-23:00; Su 08:30-22:00,5630847824,node,Originali
La Baita,restaurant,Via Enzo Ferrari,Pazzon,Verona,37013,45.6260603,10.8464556,,,,Originali
Al Vicolo,restaurant,Via Alcide De Gasperi,Rubiana,Verona,37013,45.6059804,10.7958637,1808926027,node,,Originali
Restorante Oseleta,restaurant,Via Fiumi,Camporengo,Verona,37010,45.525211,10.791103,,,,Originali
Trattoria alla Ruota,restaurant,Via Proale,Negrar di Valpolicella,Verona,37024,45.5696827,10.9568263,,,,Originali
Berengario 12,restaurant,Via Berengario,Cavaion Veronese,Verona,37010,45.5368366,10.7678829,,,,Originali
